episode,team_id,team_name,value_pick,synergy,late_bonus,panic_penalty,block_reward,waste_penalty,balance_bonus,season_total,transfer_total,TOTAL,budget_wasted_cr,final_position,squad_balance_score
4,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
4,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
4,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
4,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
3,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
3,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
3,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
3,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
3,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
3,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
3,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
3,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
3,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
3,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
3,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
3,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
3,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
3,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
3,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
3,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
31,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
31,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
31,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
31,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
31,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
31,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
31,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
31,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
30,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
30,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
30,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
30,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
30,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
30,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
30,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
30,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
30,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
30,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
30,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
30,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
30,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
30,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
30,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
30,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
5,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
5,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
5,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
5,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
5,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
5,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
5,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
5,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
4,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
4,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
4,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
4,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
4,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
4,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
4,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
4,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
4,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
4,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
4,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
4,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
4,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
4,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
4,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
4,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
32,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
32,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
32,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
32,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
32,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
32,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
32,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
32,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
31,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
31,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
31,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
31,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
31,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
31,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
31,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
31,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
31,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
31,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
31,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
31,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
31,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
31,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
31,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
31,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
6,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
6,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
6,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
6,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
6,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
6,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
6,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
6,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
5,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
5,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
5,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
5,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
5,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
5,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
5,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
5,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
5,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
5,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
5,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
5,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
5,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
5,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
5,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
5,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
33,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
33,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
33,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
33,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
33,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
33,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
33,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
33,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
32,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
32,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
32,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
32,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
32,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
32,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
32,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
32,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
32,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
32,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
32,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
32,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
32,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
32,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
32,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
32,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
7,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
7,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
7,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
7,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
7,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
7,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
7,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
7,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
6,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
6,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
6,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
6,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
6,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
6,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
6,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
6,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
6,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
6,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
6,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
6,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
6,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
6,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
6,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
6,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
34,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
34,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
34,RCB,RCB,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,3,0.0
34,KKR,KKR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,200.0,0.0,185.0,90.0,2,0.0
34,DC,DC,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,330.0,0.0,315.0,90.0,1,0.0
34,RR,RR,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,40.0,0.0,25.0,90.0,8,0.0
34,PBKS,PBKS,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,55.0,0.0,40.0,90.0,7,0.0
34,SRH,SRH,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,90.0,0.0,75.0,90.0,6,0.0
33,MI,MI,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,105.0,0.0,90.0,90.0,5,0.0
33,CSK,CSK,0.0,0.0,0.0,0.0,0.0,-10.0,-5.0,150.0,0.0,135.0,90.0,4,0.0
